OBJVAL,slug,feature_ty,length
HauptStrAB6,birs_basel_laderachs,r,"407"
HauptStrAB6,birs_basel_laderachs,r,"584"
HauptStrAB6,birs_basel_laderachs,r,"1375"
HauptStrAB6,birs_basel_laderachs,r,"804"
HauptStrAB6,birs_basel_laderachs,r,"2308"
HauptStrAB6,birs_basel_laderachs,r,"1489"
Fussweg,sense_torishaus_g-cubes,r,"1265"
Fussweg,sense_torishaus_g-cubes,r,"1149"
Autobahn,aare_solothurn_nguyena,r,"2922"
VerbindStr4,mullermatte,l,"416"
Autobahn,parc-des-pierrettes,l,"1685"
Autobahn,vidy,l,"1592"
HauptStrAB6,lavey-la-source,r,"2939"
VerbindStr6,aare_rupperswil_badert,r,"359"
Autobahn,birs_basel_laderachs,r,"271"
Autobahn,birs_basel_laderachs,r,"2013"
Autobahn,birs_basel_laderachs,r,"305"
Autobahn,birs_basel_laderachs,r,"161"
VerbindStr4,evole-plage,l,"448"
VerbindStr4,evole-plage,l,"214"
VerbindStr4,evole-plage,l,"1246"
VerbindStr4,evole-plage,l,"1244"
VerbindStr4,evole-plage,l,"505"
VerbindStr4,evole-plage,l,"301"
HauptStrAB6,le-port,l,"558"
HauptStrAB6,le-port,l,"1536"
HauptStrAB6,le-port,l,"2561"
Autobahn,airolo,p,"1310"
HauptStrAB6,bodensee_arbon_moslis,l,"204"
HauptStrAB6,bodensee_arbon_moslis,l,"286"
HauptStrAB6,bodensee_arbon_moslis,l,"2599"
Fahrstraes,canale-saleggi,r,"232"
Fahrstraes,canale-saleggi,r,"800"
Fahrstraes,canale-saleggi,r,"224"
Fahrstraes,canale-saleggi,r,"87"
HauptStrAB6,aare_solothurn_nguyena,r,"1824"
HauptStrAB6,aare_solothurn_nguyena,r,"26"
HauptStrAB6,aare_solothurn_nguyena,r,"1467"
HauptStrAB6,aare_solothurn_nguyena,r,"580"
HauptStrAB6,aare_solothurn_nguyena,r,"220"
HauptStrAB6,aare_solothurn_nguyena,r,"471"
HauptStrAB6,aare_solothurn_nguyena,r,"671"
HauptStrAB6,aare_solothurn_nguyena,r,"430"
HauptStrAB6,aare_solothurn_nguyena,r,"539"
HauptStrAB6,zuerichsee_waedenswil_colomboc_1,l,"3022"
HauptStrAB6,zuerichsee_waedenswil_colomboc_1,l,"570"
NebenStr3,tiger-duck-beach,l,"585"
NebenStr3,tiger-duck-beach,l,"413"
NebenStr3,tiger-duck-beach,l,"1794"
NebenStr3,pierrier-sud,l,"1767"
NebenStr3,pierrier-sud,l,"593"
NebenStr3,pierrier-sud,l,"215"
Fahrstraes,ligerz-strand,l,"1037"
NebenStr6,limmat_zuerich_wagnerc,r,"925"
NebenStr6,bodensee_arbon_moslis,l,"429"
NebenStr3,reuss,r,"218"
NebenStr3,reuss,r,"283"
NebenStr3,reuss,r,"2273"
Fussweg,canale-saleggi,r,"3014"
Fahrstraes,linth_route9brucke,r,"1601"
Fahrstraes,linth_route9brucke,r,"1301"
HauptStrAB6,route-13,r,"1528"
HauptStrAB6,route-13,r,"246"
HauptStrAB6,route-13,r,"150"
HauptStrAB6,route-13,r,"541"
NebenStr3,aare_bern_gerberm,r,"7"
NebenStr3,aare_bern_gerberm,r,"3417"
NebenStr3,aare_bern_gerberm,r,"17"
NebenStr3,aare_bern_gerberm,r,"876"
NebenStr3,aare_bern_gerberm,r,"511"
NebenStr3,aare_bern_gerberm,r,"2172"
Autobahn,birs_basel_grunern,r,"765"
Autobahn,birs_basel_grunern,r,"1655"
Autobahn,birs_basel_grunern,r,"161"
Autostr,schmerikon-bahnhof-strand,l,"1022"
VerbindStr6,plage-de-dorigny,l,"2855"
VerbindStr6,plage-de-dorigny,l,"179"
VerbindStr6,plage-de-dorigny,l,"16"
Fahrstraes,toss_bauma_kurthe,r,"695"
Fahrstraes,toss_bauma_kurthe,r,"380"
NebenStr3,aare_bern_scheurerk,r,"625"
NebenStr3,aare_bern_scheurerk,r,"349"
NebenStr3,aare_bern_scheurerk,r,"1250"
NebenStr3,aare_bern_scheurerk,r,"1058"
NebenStr3,aare_bern_scheurerk,r,"354"
NebenStr3,aare_bern_scheurerk,r,"166"
NebenStr3,aare_bern_scheurerk,r,"81"
NebenStr3,aare_bern_scheurerk,r,"508"
NebenStr3,aare_bern_scheurerk,r,"272"
NebenStr3,aare_bern_scheurerk,r,"539"
NebenStr3,aare_bern_scheurerk,r,"143"
HauptStrAB6,lavey-les-bains,r,"3153"
VerbindStr4,pont-sous-terre,r,"167"
VerbindStr4,pont-sous-terre,r,"965"
VerbindStr6,beich,r,"790"
VerbindStr6,beich,r,"1353"
VerbindStr6,limmat_dietikon_keiserp,r,"1507"
NebenStr3,katzensee_regensdorfzuerichaffoltern_stueberj,l,"2295"
NebenStr3,katzensee_regensdorfzuerichaffoltern_stueberj,l,"282"
NebenStr3,katzensee_regensdorfzuerichaffoltern_stueberj,l,"2212"
NebenStr3,katzensee_regensdorfzuerichaffoltern_stueberj,l,"420"
NebenStr3,katzensee_regensdorfzuerichaffoltern_stueberj,l,"427"
NebenStr3,katzensee_regensdorfzuerichaffoltern_stueberj,l,"147"
NebenStr3,katzensee_regensdorfzuerichaffoltern_stueberj,l,"71"
NebenStr3,katzensee_regensdorfzuerichaffoltern_stueberj,l,"166"
NebenStr3,greifensee_fallanden_simmenc,l,"64"
NebenStr3,greifensee_fallanden_simmenc,l,"3034"
NebenStr3,greifensee_fallanden_simmenc,l,"281"
NebenStr3,golene-gudo,r,"1864"
Autobahn,bodensee_altenrhein_caluoria,l,"1903"
Fahrstraes,villars,p,"1566"
Fahrstraes,villars,p,"778"
Fahrstraes,villars,p,"1321"
Fahrstraes,villars,p,"1224"
Fahrstraes,villars,p,"1506"
Fahrstraes,villars,p,"308"
Fahrstraes,villars,p,"200"
Fahrstraes,villars,p,"105"
Autob_Ri,rhein-beach-tinguely,r,"2156"
VerbindStr4,aare_elfenau_cataldiv,r,"94"
HauptStrAB6,lavey-les-bains-2,r,"3174"
HauptStrAB6,bain-des-dames,l,"250"
HauptStrAB6,bain-des-dames,l,"1143"
HauptStrAB6,bain-des-dames,l,"2838"
NebenStr6,glatt_oerlikon_covosn,r,"259"
HauptStrAB6,murg_waengi_strickerr,r,"3298"
NebenStr3,erlach-camping-strand,l,"1101"
Fahrstraes,val-calanca,p,"3241"
Fahrstraes,val-calanca,p,"320"
VerbindStr4,lacleman_vidy_santie,l,"68"
VerbindStr4,lacleman_vidy_santie,l,"41"
VerbindStr4,lacleman_vidy_santie,l,"1380"
VerbindStr4,lacleman_vidy_santie,l,"360"
VerbindStr4,lacleman_vidy_santie,l,"291"
VerbindStr4,nidau-strand,l,"791"
Fussweg,impromptu_cudrefin,l,"2666"
HauptStrAB6,ognonnaz-1,r,"764"
HauptStrAB6,ognonnaz-1,r,"2294"
HauptStrAB6,ognonnaz-1,r,"2221"
HauptStrAB6,ognonnaz-1,r,"1121"
HauptStrAB6,ognonnaz-1,r,"424"
NebenStr3,limmat_zurich_mortensena_meiera,r,"510"
NebenStr3,limmat_zurich_mortensena_meiera,r,"2282"
NebenStr3,limmat_zurich_mortensena_meiera,r,"388"
NebenStr3,limmat_zurich_mortensena_meiera,r,"771"
Fahrstraes,zulg_steffisburg_schmassmanne,r,"703"
HauptStrAB6,aare_elfenau_cataldiv,r,"1354"
HauptStrAB6,aare_elfenau_cataldiv,r,"326"
HauptStrAB6,aare_elfenau_cataldiv,r,"931"
HauptStrAB6,aare_elfenau_cataldiv,r,"301"
HauptStrAB6,aare_elfenau_cataldiv,r,"536"
Autob_Ri,plage-de-serriere,l,"866"
Fahrstraes,sihl_adliswil_oggi_fort,r,"139"
VerbindStr4,langete_langenthal_geiserm,r,"678"
VerbindStr4,langete_langenthal_geiserm,r,"544"
NebenStr3,kusnachter-dorfbach-tobelweg-1-4,r,"314"
NebenStr3,kusnachter-dorfbach-tobelweg-1-4,r,"844"
NebenStr3,kusnachter-dorfbach-tobelweg-1-4,r,"2154"
NebenStr3,kusnachter-dorfbach-tobelweg-1-4,r,"1422"
NebenStr3,kusnachter-dorfbach-tobelweg-1-4,r,"687"
NebenStr3,kusnachter-dorfbach-tobelweg-1-4,r,"663"
Fahrstraes,leuk-mattenstrasse,r,"569"
Fahrstraes,leuk-mattenstrasse,r,"856"
Fahrstraes,leuk-mattenstrasse,r,"627"
Fahrstraes,leuk-mattenstrasse,r,"243"
Fahrstraes,leuk-mattenstrasse,r,"1073"
Fahrstraes,leuk-mattenstrasse,r,"643"
HauptStrAB6,via-mirasole-spiaggia,r,"1284"
HauptStrAB6,via-mirasole-spiaggia,r,"363"
HauptStrAB6,via-mirasole-spiaggia,r,"2291"
Fahrstraes,rhein_domatems_foppa_f,r,"3092"
Fahrstraes,rhein_domatems_foppa_f,r,"183"
Fahrstraes,rhein_domatems_foppa_f,r,"106"
Fahrstraes,rhein_domatems_foppa_f,r,"767"
Fahrstraes,rhein_domatems_foppa_f,r,"517"
Fahrstraes,rhein_domatems_foppa_f,r,"1623"
Fahrstraes,rhein_domatems_foppa_f,r,"226"
Fahrstraes,rhein_domatems_foppa_f,r,"67"
Fahrstraes,rhein_domatems_foppa_f,r,"76"
Fussweg,verbier,p,"393"
Fussweg,verbier,p,"1094"
Fussweg,verbier,p,"380"
VerbindStr6,bodensee_arbon_moslis,l,"926"
Fussweg,goldach_goldach_schlachterj,r,"1748"
HauptStrAB6,saint-sulpice,l,"2501"
Fahrstraes,aare_elfenau_cataldiv,r,"1287"
Fahrstraes,aare_elfenau_cataldiv,r,"1269"
HauptStrAB6,pont-sous-terre,r,"1326"
HauptStrAB6,pont-sous-terre,r,"2769"
HauptStrAB6,pont-sous-terre,r,"275"
HauptStrAB6,pont-sous-terre,r,"512"
HauptStrAB6,pont-sous-terre,r,"462"
HauptStrAB6,pont-sous-terre,r,"196"
HauptStrAB6,pont-sous-terre,r,"424"
VerbindStr4,delta-park,l,"506"
NebenStr6,les-vieux-ronquoz,r,"594"
Autobahn,tiger-duck-beach,l,"2640"
HauptStrAB6,walensee_walenstadt_wysse,l,"2929"
VerbindStr6,la-thiele_le-mujon_confluence,r,"1363"
VerbindStr6,la-thiele_le-mujon_confluence,r,"553"
VerbindStr6,la-thiele_le-mujon_confluence,r,"456"
VerbindStr6,la-thiele_le-mujon_confluence,r,"242"
VerbindStr6,la-thiele_le-mujon_confluence,r,"366"
VerbindStr6,la-thiele_le-mujon_confluence,r,"729"
VerbindStr6,la-thiele_le-mujon_confluence,r,"671"
VerbindStr6,la-thiele_le-mujon_confluence,r,"861"
VerbindStr6,la-thiele_le-mujon_confluence,r,"153"
VerbindStr6,la-thiele_le-mujon_confluence,r,"162"
VerbindStr6,sempachersee_sempach_tampec,l,"695"
VerbindStr6,sempachersee_sempach_tampec,l,"2681"
VerbindStr6,sempachersee_sempach_tampec,l,"1121"
Autobahn,aare-port,r,"1202"
Autobahn,aare-port,r,"689"
NebenStr3,unterdsee_ermatingen_brunkem,l,"1184"
NebenStr3,unterdsee_ermatingen_brunkem,l,"1449"
NebenStr3,unterdsee_ermatingen_brunkem,l,"226"
NebenStr3,unterdsee_ermatingen_brunkem,l,"1063"
NebenStr3,unterdsee_ermatingen_brunkem,l,"2319"
NebenStr3,arve_carouge_battistellak,r,"161"
NebenStr3,arve_carouge_battistellak,r,"662"
NebenStr3,arve_carouge_battistellak,r,"133"
NebenStr3,arve_carouge_battistellak,r,"915"
NebenStr3,arve_carouge_battistellak,r,"47"
NebenStr3,arve_carouge_battistellak,r,"120"
NebenStr3,arve_carouge_battistellak,r,"270"
NebenStr3,arve_carouge_battistellak,r,"125"
NebenStr3,arve_carouge_battistellak,r,"392"
NebenStr3,arve_carouge_battistellak,r,"465"
NebenStr3,arve_carouge_battistellak,r,"82"
NebenStr3,arve_carouge_battistellak,r,"98"
NebenStr3,arve_carouge_battistellak,r,"313"
NebenStr3,arve_carouge_battistellak,r,"74"
NebenStr3,arve_carouge_battistellak,r,"147"
NebenStr3,arve_carouge_battistellak,r,"379"
NebenStr3,arve_carouge_battistellak,r,"153"
NebenStr3,arve_carouge_battistellak,r,"366"
NebenStr3,arve_carouge_battistellak,r,"797"
NebenStr3,arve_carouge_battistellak,r,"506"
NebenStr3,arve_carouge_battistellak,r,"248"
NebenStr3,arve_carouge_battistellak,r,"522"
NebenStr3,arve_carouge_battistellak,r,"490"
NebenStr3,arve_carouge_battistellak,r,"426"
NebenStr3,arve_carouge_battistellak,r,"650"
NebenStr3,arve_carouge_battistellak,r,"695"
NebenStr3,arve_carouge_battistellak,r,"239"
NebenStr3,arve_carouge_battistellak,r,"876"
NebenStr3,arve_carouge_battistellak,r,"221"
NebenStr3,arve_carouge_battistellak,r,"348"
NebenStr3,arve_carouge_battistellak,r,"1237"
NebenStr3,arve_carouge_battistellak,r,"916"
NebenStr3,arve_carouge_battistellak,r,"1994"
NebenStr3,arve_carouge_battistellak,r,"647"
NebenStr3,arve_carouge_battistellak,r,"227"
NebenStr3,arve_carouge_battistellak,r,"190"
Autostr,oben-am-see,l,"2832"
NebenStr6,lorze_baar_blarere,r,"183"
NebenStr6,lorze_baar_blarere,r,"1473"
VerbindStr6,vira-gambarogno,l,"3047"
Fussweg,lavey-la-source,r,"2383"
Fussweg,lavey-la-source,r,"1070"
Fussweg,lavey-la-source,r,"864"
VerbindStr6,gals-reserve,l,"932"
VerbindStr6,gals-reserve,l,"353"
VerbindStr6,gals-reserve,l,"2295"
HauptStrAB6,sense_torishaus_g-cubes,r,"858"
HauptStrAB6,oben-am-see,l,"2128"
HauptStrAB6,oben-am-see,l,"666"
HauptStrAB6,oben-am-see,l,"703"
NebenStr6,limmat_dietikon_keiserp,r,"2799"
HauptStrAB6,emme_biberist_jennim,r,"1517"
VerbindStr4,bain-des-dames,l,"911"
Fahrstraes,vierwaldstattersee_weggis_schoberls_3,l,"1198"
Autobahn,hauterive-petite-plage,l,"3155"
Autobahn,aare_bern_gerberm,r,"808"
Fahrstraes,gerra-gambarogno,l,"4371"
HauptStrAB6,zurichsee_kusnachterhorn_thirkell-whitej,l,"2982"
NebenStr3,zulg_steffisburg_schmassmanne,r,"863"
NebenStr3,zulg_steffisburg_schmassmanne,r,"817"
NebenStr3,zulg_steffisburg_schmassmanne,r,"774"
NebenStr3,zulg_steffisburg_schmassmanne,r,"458"
NebenStr3,zulg_steffisburg_schmassmanne,r,"62"
NebenStr3,zulg_steffisburg_schmassmanne,r,"383"
NebenStr3,zulg_steffisburg_schmassmanne,r,"1487"
NebenStr3,zulg_steffisburg_schmassmanne,r,"737"
Fahrstraes,seez,r,"1169"
Fahrstraes,seez,r,"1327"
Fahrstraes,seez,r,"49"
HauptStrAB4,brugg-be-buren-bsg-standort,r,"944"
Fahrstraes,plage-de-cheyres,l,"1694"
Fahrstraes,plage-de-cheyres,l,"974"
Fahrstraes,plage-de-cheyres,l,"2648"
Fahrstraes,thunersee_spiez_meierd_1,l,"746"
Fahrstraes,thunersee_spiez_meierd_1,l,"244"
Fahrstraes,thunersee_spiez_meierd_1,l,"780"
VerbindStr6,sitter_stgallen_steinbrunnerf,r,"1960"
VerbindStr6,sitter_stgallen_steinbrunnerf,r,"832"
VerbindStr6,sitter_stgallen_steinbrunnerf,r,"255"
VerbindStr6,sitter_stgallen_steinbrunnerf,r,"203"
Autostr,augustmutzenbergstrandweg,l,"2223"
Fahrstraes,goldach_goldach_schlachterj,r,"74"
NebenStr3,vidy-ruines,l,"183"
NebenStr3,vidy-ruines,l,"817"
NebenStr3,vidy-ruines,l,"358"
Autobahn,sihl_leimbach_kruegerm,r,"2426"
NebenStr3,aare_bern_caveltin,r,"500"
NebenStr3,aare_bern_caveltin,r,"21"
NebenStr3,aare_bern_caveltin,r,"949"
NebenStr3,aare_bern_caveltin,r,"2480"
NebenStr3,aare_bern_caveltin,r,"1080"
NebenStr3,aare_bern_caveltin,r,"1025"
NebenStr3,aare_bern_caveltin,r,"642"
NebenStr3,sihl_leimbach_kruegerm,r,"405"
NebenStr3,sihl_leimbach_kruegerm,r,"1082"
NebenStr3,sihl_leimbach_kruegerm,r,"327"
VerbindStr6,gasi-strand,l,"923"
VerbindStr6,gasi-strand,l,"100"
VerbindStr6,gasi-strand,l,"2194"
VerbindStr6,sorne_birse_wwfjura,r,"1101"
VerbindStr6,pont-sous-terre,r,"1023"
VerbindStr6,pont-sous-terre,r,"922"
VerbindStr6,pont-sous-terre,r,"996"
VerbindStr6,pont-sous-terre,r,"1042"
VerbindStr6,pont-sous-terre,r,"530"
VerbindStr6,pont-sous-terre,r,"306"
VerbindStr6,pont-sous-terre,r,"576"
VerbindStr6,pont-sous-terre,r,"303"
VerbindStr6,pont-sous-terre,r,"360"
VerbindStr6,pont-sous-terre,r,"238"
VerbindStr6,pont-sous-terre,r,"691"
VerbindStr6,pont-sous-terre,r,"603"
VerbindStr6,pont-sous-terre,r,"268"
VerbindStr6,pont-sous-terre,r,"716"
VerbindStr6,pont-sous-terre,r,"606"
VerbindStr6,pont-sous-terre,r,"102"
VerbindStr6,pont-sous-terre,r,"312"
VerbindStr6,pont-sous-terre,r,"566"
NebenStr3,gerra-gambarogno,l,"2348"
VerbindStr4,weissenau-neuhaus,l,"997"
Fahrstraes,les-glariers,r,"1407"
Fahrstraes,les-glariers,r,"461"
Fussweg,lacleman_vidy_santie,l,"2076"
Fussweg,lacleman_vidy_santie,l,"78"
Fussweg,lacleman_vidy_santie,l,"1168"
Fussweg,lacleman_vidy_santie,l,"1000"
NebenStr3,isole-di-brissago-porto,l,"1679"
NebenStr3,lugano-centro,l,"138"
NebenStr3,lugano-centro,l,"1702"
NebenStr3,lugano-centro,l,"615"
NebenStr3,lugano-centro,l,"364"
NebenStr3,lugano-centro,l,"367"
NebenStr3,lugano-centro,l,"355"
NebenStr3,lugano-centro,l,"228"
NebenStr3,lugano-centro,l,"134"
NebenStr3,lugano-centro,l,"702"
NebenStr3,lugano-centro,l,"1042"
NebenStr3,lugano-centro,l,"388"
NebenStr3,lugano-centro,l,"339"
NebenStr3,lugano-centro,l,"83"
NebenStr3,lugano-centro,l,"464"
VerbindStr6,lacleman_vidy_santie,l,"2451"
VerbindStr6,lacleman_vidy_santie,l,"470"
VerbindStr6,lacleman_vidy_santie,l,"16"
VerbindStr6,lacleman_vidy_santie,l,"109"
VerbindStr6,lacleman_vidy_santie,l,"470"
VerbindStr6,lacleman_vidy_santie,l,"410"
VerbindStr6,lacleman_vidy_santie,l,"319"
VerbindStr6,lacleman_vidy_santie,l,"345"
HauptStrAB6,linth_route9brucke,r,"2697"
Autobahn,thunersee_spiez_meierd_1,l,"1294"
NebenStr3,seeflechsen,l,"507"
HauptStrAB6,gals-reserve,l,"970"
Fahrstraes,evole-plage,l,"593"
HauptStrAB4,aare_elfenau_cataldiv,r,"645"
NebenStr3,zuerichsee_richterswil_benkoem_2,l,"2000"
NebenStr3,zuerichsee_richterswil_benkoem_2,l,"187"
NebenStr3,zuerichsee_richterswil_benkoem_2,l,"705"
Autobahn,la-thiele_le-mujon_confluence,r,"2919"
Fahrstraes,via-brunari-spiaggia,r,"232"
Fahrstraes,via-brunari-spiaggia,r,"800"
Fahrstraes,via-brunari-spiaggia,r,"224"
Fahrstraes,via-brunari-spiaggia,r,"6"
VerbindStr6,langete_langenthal_geiserm,r,"801"
VerbindStr6,langete_langenthal_geiserm,r,"1327"
VerbindStr6,langete_langenthal_geiserm,r,"530"
VerbindStr6,langete_langenthal_geiserm,r,"897"
VerbindStr6,langete_langenthal_geiserm,r,"140"
VerbindStr6,langete_langenthal_geiserm,r,"192"
VerbindStr6,langete_langenthal_geiserm,r,"1101"
VerbindStr6,langete_langenthal_geiserm,r,"332"
VerbindStr6,langete_langenthal_geiserm,r,"227"
VerbindStr6,langete_langenthal_geiserm,r,"1629"
VerbindStr6,langete_langenthal_geiserm,r,"2063"
VerbindStr6,langete_langenthal_geiserm,r,"1111"
Autobahn,seez_spennwiesenbrucke,r,"3061"
HauptStrAB6,aare_brugg_buchie,r,"2473"
HauptStrAB6,aare_brugg_buchie,r,"1705"
HauptStrAB6,birskopfli-rusco,r,"346"
HauptStrAB6,birskopfli-rusco,r,"131"
HauptStrAB6,birskopfli-rusco,r,"804"
HauptStrAB6,birskopfli-rusco,r,"881"
HauptStrAB6,birskopfli-rusco,r,"723"
HauptStrAB6,birskopfli-rusco,r,"295"
HauptStrAB6,birskopfli-rusco,r,"953"
HauptStrAB6,birskopfli-rusco,r,"1875"
HauptStrAB6,birskopfli-rusco,r,"674"
HauptStrAB6,birskopfli-rusco,r,"804"
HauptStrAB6,birskopfli-rusco,r,"212"
HauptStrAB6,birskopfli-rusco,r,"713"
HauptStrAB6,birskopfli-rusco,r,"599"
HauptStrAB6,limmat_zuerich_suterdglauserp,r,"770"
HauptStrAB6,limmat_zuerich_suterdglauserp,r,"769"
HauptStrAB6,limmat_zuerich_suterdglauserp,r,"476"
HauptStrAB6,limmat_zuerich_suterdglauserp,r,"740"
HauptStrAB6,limmat_zuerich_suterdglauserp,r,"166"
HauptStrAB6,limmat_zuerich_suterdglauserp,r,"365"
HauptStrAB6,limmat_zuerich_suterdglauserp,r,"394"
HauptStrAB6,limmat_zuerich_suterdglauserp,r,"1155"
Autobahn,rhein_basel_hungerbuehlern,r,"1898"
Autobahn,rhein_basel_hungerbuehlern,r,"94"
NebenStr3,ligerz-strand,l,"1672"
HauptStrAB6,rhein_domatems_foppa_f,r,"2938"
NebenStr3,le-port,l,"389"
NebenStr3,le-port,l,"494"
NebenStr3,le-port,l,"182"
NebenStr3,le-port,l,"471"
NebenStr3,le-port,l,"537"
NebenStr3,le-port,l,"764"
NebenStr3,le-port,l,"1291"
NebenStr3,le-port,l,"302"
NebenStr3,emme_utzenstorf_gruttert,r,"864"
NebenStr3,emme_utzenstorf_gruttert,r,"1061"
NebenStr3,emme_utzenstorf_gruttert,r,"32"
VerbindStr4,villa-barton,l,"21"
VerbindStr6,lorze_baar_blarere,r,"1917"
Fahrstraes,beich,r,"3091"
Fahrstraes,beich,r,"56"
HauptStrAB4,rocky-plage,l,"424"
Autobahn,sihl_zuerich_scherfs,r,"673"
VerbindStr4,aare_post,r,"593"
VerbindStr4,aare_post,r,"1471"
VerbindStr4,aare_post,r,"167"
Fussweg,zugerseecholler_cham_blarerm,l,"1896"
Autobahn,schmerikon-bahnhof-strand,l,"2989"
Autobahn,pfafikon-bad,l,"1960"
Fussweg,charmey,p,"1939"
Fussweg,charmey,p,"2175"
Fussweg,parc-des-pierrettes,l,"3255"
Fussweg,parc-des-pierrettes,l,"2"
Fussweg,parc-des-pierrettes,l,"2"
NebenStr3,morgins,p,"249"
HauptStrAB6,oyonne,l,"1065"
HauptStrAB6,oyonne,l,"1894"
HauptStrAB6,oyonne,l,"2104"
NebenStr3,bodensee_steinach_dolder_a,l,"212"
NebenStr3,bodensee_steinach_dolder_a,l,"267"
NebenStr3,bodensee_steinach_dolder_a,l,"472"
NebenStr3,bodensee_steinach_dolder_a,l,"887"
NebenStr3,bodensee_steinach_dolder_a,l,"698"
NebenStr3,bodensee_steinach_dolder_a,l,"649"
NebenStr3,bodensee_steinach_dolder_a,l,"136"
NebenStr3,bodensee_steinach_dolder_a,l,"287"
NebenStr3,bodensee_steinach_dolder_a,l,"808"
NebenStr3,bodensee_steinach_dolder_a,l,"1298"
HauptStrAB4,san-bernardino,p,"2897"
HauptStrAB4,san-bernardino,p,"90"
HauptStrAB4,san-bernardino,p,"190"
