OBJVAL,slug,feature_ty,length
Fahrstraes,les-vieux-ronquoz,r,"585"
Fahrstraes,les-vieux-ronquoz,r,"383"
Fahrstraes,les-vieux-ronquoz,r,"1341"
VerbindStr4,erlach-camping-strand,l,"1204"
Autobahn,grendelbach_effretikon_dambonec,r,"2264"
HauptStrAB4,camp-des-peches,l,"695"
NebenStr3,toss_kollbrunn_burgid,r,"3358"
NebenStr3,toss_kollbrunn_burgid,r,"1459"
NebenStr3,toss_kollbrunn_burgid,r,"130"
NebenStr3,toss_kollbrunn_burgid,r,"198"
Fahrstraes,walensee_walenstadt_wysse,l,"1841"
Fahrstraes,walensee_walenstadt_wysse,l,"882"
Fahrstraes,walensee_walenstadt_wysse,l,"55"
Fahrstraes,aare-port,r,"2564"
Fahrstraes,aare-port,r,"2359"
Fahrstraes,aare-port,r,"276"
HauptStrAB6,spiaggia-parco-ciani,l,"486"
HauptStrAB6,spiaggia-parco-ciani,l,"1513"
HauptStrAB6,spiaggia-parco-ciani,l,"451"
HauptStrAB6,spiaggia-parco-ciani,l,"370"
HauptStrAB6,spiaggia-parco-ciani,l,"655"
HauptStrAB6,spiaggia-parco-ciani,l,"839"
HauptStrAB6,spiaggia-parco-ciani,l,"897"
HauptStrAB6,spiaggia-parco-ciani,l,"508"
HauptStrAB6,spiaggia-parco-ciani,l,"389"
HauptStrAB6,spiaggia-parco-ciani,l,"1007"
HauptStrAB6,hafeli,l,"1152"
VerbindStr4,birs_basel_grunern,r,"295"
Fussweg,rhein_basel_hungerbuehlern,r,"758"
Fussweg,rhein_basel_hungerbuehlern,r,"385"
Fussweg,rhein_basel_hungerbuehlern,r,"1991"
Autob_Ri,linthdammweg,r,"1070"
NebenStr3,grendelbach_effretikon_dambonec,r,"716"
NebenStr3,grendelbach_effretikon_dambonec,r,"376"
NebenStr3,grendelbach_effretikon_dambonec,r,"688"
NebenStr3,grendelbach_effretikon_dambonec,r,"1280"
NebenStr3,grendelbach_effretikon_dambonec,r,"694"
NebenStr3,grendelbach_effretikon_dambonec,r,"610"
NebenStr3,grendelbach_effretikon_dambonec,r,"568"
NebenStr3,grendelbach_effretikon_dambonec,r,"2004"
NebenStr3,grendelbach_effretikon_dambonec,r,"680"
NebenStr3,grendelbach_effretikon_dambonec,r,"561"
NebenStr3,grendelbach_effretikon_dambonec,r,"159"
NebenStr3,grendelbach_effretikon_dambonec,r,"339"
Fussweg,murg-bad,l,"1143"
Fussweg,murg-bad,l,"860"
Autobahn,aarezufluss_bern_scheurerk,r,"1821"
Autobahn,aarezufluss_bern_scheurerk,r,"971"
HauptStrAB6,les-glariers,r,"3393"
Autobahn,rolle-plage,l,"2509"
VerbindStr6,camping-gwatt-strand,l,"696"
Fussweg,bern-tiergarten,r,"79"
Fussweg,bern-tiergarten,r,"110"
Fussweg,bern-tiergarten,r,"1105"
Fussweg,bern-tiergarten,r,"1995"
Fussweg,bern-tiergarten,r,"2332"
Fussweg,bern-tiergarten,r,"614"
Fussweg,la-berra,p,"1682"
Fussweg,la-berra,p,"898"
Fussweg,la-berra,p,"2590"
NebenStr3,boiron,l,"1163"
HauptStrAB6,zuerichsee_richterswil_benkoem_2,l,"2953"
HauptStrAB6,zuerichsee_richterswil_benkoem_2,l,"1428"
HauptStrAB6,zuerichsee_richterswil_benkoem_2,l,"86"
VerbindStr6,zulg_steffisburg_schmassmanne,r,"3652"
VerbindStr6,zulg_steffisburg_schmassmanne,r,"1251"
VerbindStr6,zulg_steffisburg_schmassmanne,r,"112"
Fahrstraes,les-diablerets,p,"902"
Fahrstraes,les-diablerets,p,"788"
Fahrstraes,les-diablerets,p,"1583"
Fahrstraes,les-diablerets,p,"201"
HauptStrAB6,aarezufluss_bern_scheurerk,r,"2498"
HauptStrAB6,aarezufluss_bern_scheurerk,r,"430"
HauptStrAB6,aarezufluss_bern_scheurerk,r,"530"
HauptStrAB6,aarezufluss_bern_scheurerk,r,"1640"
HauptStrAB6,aarezufluss_bern_scheurerk,r,"183"
HauptStrAB6,aarezufluss_bern_scheurerk,r,"613"
HauptStrAB6,aarezufluss_bern_scheurerk,r,"660"
HauptStrAB6,aarezufluss_bern_scheurerk,r,"164"
HauptStrAB6,jona_tann_nusslin,r,"3198"
HauptStrAB4,aare_suhrespitz_badert,r,"210"
HauptStrAB4,aare_suhrespitz_badert,r,"176"
Fahrstraes,zugersee_immensee_guedesd,l,"1319"
Fahrstraes,zugersee_immensee_guedesd,l,"647"
VerbindStr6,luscherz-two,l,"1731"
VerbindStr6,schmerikon-bahnhof-strand,l,"212"
VerbindStr6,reuss_hunenberg_eberhardy,r,"2472"
Autobahn,pecos-plage,l,"3070"
Fussweg,plage-de-cheyres,l,"590"
Fussweg,sitter_stgallen_jennya,r,"696"
HauptStrAB6,bern-fahrstrasse,r,"2278"
HauptStrAB6,bern-fahrstrasse,r,"430"
HauptStrAB6,bern-fahrstrasse,r,"530"
HauptStrAB6,bern-fahrstrasse,r,"545"
HauptStrAB6,bern-fahrstrasse,r,"406"
NebenStr3,lavey-la-source,r,"317"
NebenStr3,lavey-la-source,r,"135"
NebenStr3,lavey-la-source,r,"1831"
NebenStr3,lavey-la-source,r,"458"
NebenStr3,lavey-la-source,r,"738"
NebenStr3,lavey-la-source,r,"786"
NebenStr3,lavey-la-source,r,"903"
NebenStr3,lavey-la-source,r,"5119"
HauptStrAB6,lorze_baar_blarere,r,"2956"
Autobahn,le-pierrier,l,"1208"
HauptStrAB6,sorne_birse_wwfjura,r,"851"
HauptStrAB6,sorne_birse_wwfjura,r,"2809"
HauptStrAB6,sorne_birse_wwfjura,r,"578"
NebenStr3,birs_basel_laderachs,r,"1028"
NebenStr3,birs_basel_laderachs,r,"1310"
NebenStr3,birs_basel_laderachs,r,"1057"
NebenStr3,birs_basel_laderachs,r,"654"
NebenStr3,birs_basel_laderachs,r,"825"
NebenStr3,birs_basel_laderachs,r,"271"
NebenStr3,birs_basel_laderachs,r,"500"
NebenStr3,birs_basel_laderachs,r,"315"
NebenStr3,birs_basel_laderachs,r,"576"
Autob_Ri,murg-bad,l,"728"
VerbindStr4,hauterive-petite-plage,l,"236"
NebenStr3,quai-maria-belgia,l,"975"
NebenStr3,quai-maria-belgia,l,"443"
NebenStr3,quai-maria-belgia,l,"1210"
NebenStr3,quai-maria-belgia,l,"1297"
NebenStr3,quai-maria-belgia,l,"225"
NebenStr3,quai-maria-belgia,l,"412"
NebenStr3,quai-maria-belgia,l,"494"
NebenStr3,quai-maria-belgia,l,"182"
NebenStr3,quai-maria-belgia,l,"471"
NebenStr3,quai-maria-belgia,l,"1173"
HauptStrAB6,spackmatt,r,"2651"
VerbindStr6,zuerichsee_staefa_hennm,l,"878"
VerbindStr6,zuerichsee_staefa_hennm,l,"396"
HauptStrAB4,lido,l,"1497"
Autobahn,les-glariers,r,"2944"
Fahrstraes,sitter_stgallen_steinbrunnerf,r,"1425"
HauptStrAB4,thun-strandbad,l,"1608"
NebenStr3,hafeli,l,"39"
NebenStr3,hafeli,l,"494"
NebenStr3,hafeli,l,"446"
NebenStr3,hafeli,l,"470"
NebenStr3,hafeli,l,"1576"
Fahrstraes,tiger-duck-beach,l,"1472"
VerbindStr4,baby-plage-geneva,l,"684"
VerbindStr4,baby-plage-geneva,l,"327"
NebenStr3,maladaire,l,"684"
NebenStr3,maladaire,l,"576"
Autobahn,toss_winterthur-2,r,"2963"
Fussweg,zugersee_immensee_guedesd,l,"2528"
VerbindStr6,luscherz-plage,l,"1613"
HauptStrAB6,zurcher-strand,l,"1433"
HauptStrAB6,zurcher-strand,l,"476"
HauptStrAB6,zurcher-strand,l,"919"
HauptStrAB6,zurcher-strand,l,"1411"
HauptStrAB6,zurcher-strand,l,"963"
HauptStrAB6,zurcher-strand,l,"27"
HauptStrAB6,zurcher-strand,l,"540"
HauptStrAB6,zurcher-strand,l,"234"
HauptStrAB6,zurcher-strand,l,"772"
HauptStrAB6,zurcher-strand,l,"784"
HauptStrAB6,zurcher-strand,l,"1209"
HauptStrAB6,zurcher-strand,l,"490"
HauptStrAB6,zurcher-strand,l,"818"
HauptStrAB6,zurcher-strand,l,"196"
Autobahn,gasi-strand,l,"879"
Fahrstraes,crans-montana,p,"940"
Fahrstraes,crans-montana,p,"83"
VerbindStr6,sundbach-strand,l,"3302"
NebenStr3,rolle-plage,l,"719"
NebenStr3,rolle-plage,l,"526"
NebenStr3,rolle-plage,l,"994"
NebenStr3,rolle-plage,l,"221"
NebenStr3,rolle-plage,l,"311"
NebenStr3,rolle-plage,l,"418"
Autobahn,rhein_domatems_foppa_f,r,"3003"
Fussweg,reuss_stkarli_linigersimhofy,r,"2280"
Fussweg,reuss_stkarli_linigersimhofy,r,"34"
VerbindStr4,la-morges,l,"742"
VerbindStr4,la-morges,l,"999"
VerbindStr4,la-morges,l,"635"
VerbindStr6,tiger-duck-beach,l,"2847"
NebenStr3,jona-river-rastplatz,r,"2058"
Fussweg,arve_carouge_battistellak,r,"407"
HauptStrAB6,delta-park,l,"3522"
Fahrstraes,aare_post,r,"2564"
Fahrstraes,aare_post,r,"2359"
Fahrstraes,aare_post,r,"544"
NebenStr3,jona_tann_nusslin,r,"561"
NebenStr3,linthdammweg,r,"1474"
HauptStrAB6,cully-plage,l,"3218"
Fahrstraes,luscherz-two,l,"1760"
Fahrstraes,luscherz-two,l,"1655"
VerbindStr6,route-13,r,"2626"
NebenStr6,evole-plage,l,"1226"
HauptStrAB6,oberi-chlihochstetten,r,"2099"
HauptStrAB6,oberi-chlihochstetten,r,"1038"
HauptStrAB6,oberi-chlihochstetten,r,"371"
Fussweg,neuenburgersee_cudrefin_mattera,l,"2430"
Fussweg,preverenges,l,"2867"
Fussweg,preverenges,l,"477"
VerbindStr6,aare-port,r,"949"
Fussweg,evole-plage,l,"168"
Fussweg,evole-plage,l,"471"
HauptStrAB4,rivapiana,l,"211"
NebenStr3,toss_winterthur-2,r,"1428"
NebenStr3,toss_winterthur-2,r,"286"
NebenStr3,toss_winterthur-2,r,"736"
NebenStr3,toss_winterthur-2,r,"173"
NebenStr3,toss_winterthur-2,r,"222"
NebenStr3,toss_winterthur-2,r,"1242"
NebenStr3,toss_winterthur-2,r,"780"
NebenStr3,toss_winterthur-2,r,"101"
NebenStr3,toss_winterthur-2,r,"243"
NebenStr3,toss_winterthur-2,r,"141"
NebenStr3,toss_winterthur-2,r,"1438"
NebenStr3,via-mirasole-spiaggia,r,"1463"
NebenStr3,via-mirasole-spiaggia,r,"941"
NebenStr3,via-mirasole-spiaggia,r,"1302"
NebenStr3,via-mirasole-spiaggia,r,"773"
NebenStr3,via-mirasole-spiaggia,r,"707"
NebenStr3,via-mirasole-spiaggia,r,"277"
NebenStr3,via-mirasole-spiaggia,r,"637"
NebenStr3,via-mirasole-spiaggia,r,"101"
NebenStr3,via-mirasole-spiaggia,r,"242"
NebenStr3,via-mirasole-spiaggia,r,"661"
NebenStr3,via-mirasole-spiaggia,r,"356"
NebenStr3,via-mirasole-spiaggia,r,"460"
NebenStr3,via-mirasole-spiaggia,r,"1167"
NebenStr3,via-mirasole-spiaggia,r,"438"
NebenStr3,plage-de-cheyres,l,"524"
Autobahn,birskopfli-rusco,r,"1581"
Autobahn,birskopfli-rusco,r,"473"
Autobahn,sihl_zuerich_eichenbergerd,r,"1214"
Autobahn,sihl_zuerich_eichenbergerd,r,"2686"
NebenStr3,pacha-mama-gerra,l,"2131"
HauptStrAB6,schmerikon-bahnhof-strand,l,"2980"
NebenStr3,zuerichsee_waedenswil_colomboc_1,l,"567"
NebenStr3,zuerichsee_waedenswil_colomboc_1,l,"2565"
NebenStr3,zuerichsee_waedenswil_colomboc_1,l,"241"
HauptStrAB6,anarchy-beach,l,"2927"
HauptStrAB6,anarchy-beach,l,"107"
NebenStr3,zurcher-strand,l,"324"
NebenStr3,zurcher-strand,l,"275"
NebenStr3,zurcher-strand,l,"222"
NebenStr3,zurcher-strand,l,"167"
NebenStr3,zurcher-strand,l,"442"
NebenStr3,zurcher-strand,l,"7"
NebenStr3,zurcher-strand,l,"13"
NebenStr3,zurcher-strand,l,"290"
NebenStr3,zurcher-strand,l,"294"
NebenStr3,zurcher-strand,l,"393"
NebenStr3,zurcher-strand,l,"265"
NebenStr3,zurcher-strand,l,"780"
NebenStr3,zurcher-strand,l,"62"
NebenStr3,zurcher-strand,l,"400"
NebenStr3,zurcher-strand,l,"333"
NebenStr3,zurcher-strand,l,"184"
NebenStr3,zurcher-strand,l,"163"
NebenStr3,zurcher-strand,l,"179"
NebenStr3,zurcher-strand,l,"309"
NebenStr3,zurcher-strand,l,"161"
NebenStr3,zurcher-strand,l,"328"
NebenStr3,zurcher-strand,l,"195"
NebenStr3,zurcher-strand,l,"615"
NebenStr3,zurcher-strand,l,"1293"
NebenStr3,zurcher-strand,l,"176"
NebenStr3,zurcher-strand,l,"234"
NebenStr3,zurcher-strand,l,"231"
NebenStr3,zurcher-strand,l,"369"
NebenStr3,zurcher-strand,l,"405"
NebenStr3,zurcher-strand,l,"253"
NebenStr3,zurcher-strand,l,"27"
NebenStr3,zurcher-strand,l,"536"
NebenStr3,zurcher-strand,l,"395"
NebenStr3,zurcher-strand,l,"597"
NebenStr3,zurcher-strand,l,"340"
NebenStr3,zurcher-strand,l,"118"
NebenStr3,zurcher-strand,l,"739"
NebenStr3,zurcher-strand,l,"265"
NebenStr3,zurcher-strand,l,"303"
NebenStr3,zurcher-strand,l,"525"
NebenStr3,zurcher-strand,l,"318"
NebenStr3,zurcher-strand,l,"206"
NebenStr3,zurcher-strand,l,"9"
NebenStr3,zurcher-strand,l,"8"
NebenStr3,zurcher-strand,l,"56"
VerbindStr6,erlach-camping-strand,l,"1716"
VerbindStr6,jona_tann_nusslin,r,"1919"
VerbindStr6,jona_tann_nusslin,r,"819"
VerbindStr6,birs_basel_grunern,r,"763"
VerbindStr6,birs_basel_grunern,r,"256"
NebenStr6,rhein_basel,r,"938"
HauptStrAB6,boiron,l,"2820"
Fahrstraes,airolo,p,"4480"
HauptStrAB4,birs_basel_grunern,r,"360"
NebenStr3,pecos-plage,l,"1672"
NebenStr3,pecos-plage,l,"1996"
NebenStr3,pecos-plage,l,"60"
VerbindStr6,limmat_zuerich_jansena,r,"346"
VerbindStr6,limmat_zuerich_jansena,r,"1035"
VerbindStr6,limmat_zuerich_jansena,r,"400"
VerbindStr6,limmat_zuerich_jansena,r,"923"
VerbindStr6,limmat_zuerich_jansena,r,"1061"
VerbindStr6,limmat_zuerich_jansena,r,"1016"
VerbindStr6,limmat_zuerich_jansena,r,"635"
VerbindStr6,limmat_zuerich_jansena,r,"2462"
VerbindStr6,limmat_zuerich_jansena,r,"139"
VerbindStr6,limmat_zuerich_jansena,r,"276"
VerbindStr6,limmat_zuerich_jansena,r,"313"
VerbindStr6,limmat_zuerich_jansena,r,"312"
Fahrstraes,seeflechsen,l,"1830"
Fahrstraes,seeflechsen,l,"714"
VerbindStr4,rhein_basel_hungerbuehlern,r,"880"
HauptStrAB6,rhein-beach-tinguely,r,"521"
HauptStrAB6,rhein-beach-tinguely,r,"131"
HauptStrAB6,rhein-beach-tinguely,r,"804"
HauptStrAB6,rhein-beach-tinguely,r,"926"
HauptStrAB6,rhein-beach-tinguely,r,"723"
HauptStrAB6,rhein-beach-tinguely,r,"295"
HauptStrAB6,rhein-beach-tinguely,r,"953"
HauptStrAB6,rhein-beach-tinguely,r,"1451"
HauptStrAB6,rhein-beach-tinguely,r,"674"
HauptStrAB6,rhein-beach-tinguely,r,"804"
HauptStrAB6,rhein-beach-tinguely,r,"39"
HauptStrAB6,rhein-beach-tinguely,r,"448"
HauptStrAB6,rhein-beach-tinguely,r,"206"
NebenStr3,vierwaldstattersee_weggis_schoberls_3,l,"2379"
NebenStr3,vierwaldstattersee_weggis_schoberls_3,l,"635"
VerbindStr4,ascona-traghetto-spiaggia,l,"1584"
NebenStr3,vierwaldstattersee_weggis_schoberls_2,l,"548"
NebenStr3,vierwaldstattersee_weggis_schoberls_2,l,"134"
NebenStr3,vierwaldstattersee_weggis_schoberls_1,l,"546"
VerbindStr6,san-nazzaro-gambarogno,l,"3037"
NebenStr3,weissenau-neuhaus,l,"694"
Autobahn,goldach_goldach_schlachterj,r,"1103"
Autobahn,goldach_goldach_schlachterj,r,"2744"
Fahrstraes,sorne_birse_wwfjura,r,"1326"
Fahrstraes,sorne_birse_wwfjura,r,"1600"
Fahrstraes,sorne_birse_wwfjura,r,"519"
NebenStr6,limmat_unterengstringen_oggierbuhrer,r,"72"
VerbindStr6,sitter_stgallen_jennya,r,"858"
VerbindStr6,sitter_stgallen_jennya,r,"802"
Autobahn,la-pecherie,l,"1297"
NebenStr3,baye-de-clarens,l,"1520"
NebenStr3,baye-de-clarens,l,"43"
HauptStrAB6,ascona-traghetto-spiaggia,l,"2926"
Fussweg,veveyse,l,"692"
HauptStrAB6,grand-clos,l,"3178"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"135"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"228"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"362"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"24"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"222"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"294"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"2707"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"278"
HauptStrAB6,reuss_stkarli_linigersimhofy,r,"1504"
VerbindStr6,la-robella,p,"2439"
HauptStrAB6,katzensee_regensdorfzuerichaffoltern_stueberj,l,"2940"
NebenStr3,sentiero-giro-del-golf-spiaggia,l,"1302"
NebenStr3,sentiero-giro-del-golf-spiaggia,l,"236"
VerbindStr4,oyonne,l,"211"
Autobahn,birs_reinach_dinuccin,r,"3048"
VerbindStr4,gals-reserve,l,"542"
HauptStrAB6,birs_reinach_dinuccin,r,"2021"
HauptStrAB6,birs_reinach_dinuccin,r,"670"
HauptStrAB6,birs_reinach_dinuccin,r,"712"
VerbindStr6,baby-plage-geneva,l,"503"
VerbindStr6,baby-plage-geneva,l,"303"
VerbindStr6,baby-plage-geneva,l,"43"
VerbindStr6,baby-plage-geneva,l,"300"
VerbindStr6,baby-plage-geneva,l,"218"
VerbindStr6,baby-plage-geneva,l,"2166"
VerbindStr6,baby-plage-geneva,l,"555"
Autostr,aare_post,r,"107"
Autostr,aare_post,r,"1642"
HauptStrAB6,rhein_basel,r,"1258"
HauptStrAB6,rhein_basel,r,"257"
HauptStrAB6,rhein_basel,r,"619"
HauptStrAB6,rhein_basel,r,"521"
HauptStrAB6,rhein_basel,r,"131"
HauptStrAB6,rhein_basel,r,"804"
HauptStrAB6,rhein_basel,r,"312"
HauptStrAB6,rhein_basel,r,"723"
HauptStrAB6,rhein_basel,r,"295"
HauptStrAB6,rhein_basel,r,"953"
HauptStrAB6,rhein_basel,r,"583"
HauptStrAB6,rhein_basel,r,"674"
HauptStrAB6,rhein_basel,r,"299"
VerbindStr6,reuss_stkarli_linigersimhofy,r,"2848"
VerbindStr6,reuss_stkarli_linigersimhofy,r,"1302"
VerbindStr6,reuss_stkarli_linigersimhofy,r,"285"
HauptStrAB6,zulg_steffisburg_schmassmanne,r,"321"
HauptStrAB6,zulg_steffisburg_schmassmanne,r,"345"
HauptStrAB6,zulg_steffisburg_schmassmanne,r,"759"
HauptStrAB6,zulg_steffisburg_schmassmanne,r,"1181"
VerbindStr6,la-morges,l,"192"
Fussweg,vidy-ruines,l,"1549"
Fussweg,vidy-ruines,l,"78"
Fussweg,vidy-ruines,l,"1714"
Fussweg,vidy-ruines,l,"1000"
VerbindStr4,aare_suhrespitz_badert,r,"1247"
VerbindStr4,aare_suhrespitz_badert,r,"952"
Autobahn,boiron,l,"1786"
Fahrstraes,ascona-traghetto-spiaggia,l,"1162"
Fahrstraes,golene-gudo,r,"2017"
Fahrstraes,golene-gudo,r,"416"
Fahrstraes,camping-gwatt-strand,l,"970"
Fussweg,brugg-be-buren-bsg-standort,r,"1374"
Fahrstraes,sihl_leimbach_kruegerm,r,"739"
Fahrstraes,sihl_leimbach_kruegerm,r,"207"
Fahrstraes,sihl_leimbach_kruegerm,r,"212"
Fahrstraes,nendaz,p,"1951"
Fahrstraes,nendaz,p,"1539"
NebenStr3,signalpain,l,"779"
NebenStr3,signalpain,l,"108"
NebenStr3,signalpain,l,"880"
NebenStr3,signalpain,l,"610"
NebenStr3,signalpain,l,"622"
NebenStr3,signalpain,l,"407"
NebenStr3,signalpain,l,"284"
NebenStr3,signalpain,l,"902"
NebenStr3,signalpain,l,"948"
NebenStr3,signalpain,l,"729"
Fahrstraes,lorze_baar_blarere,r,"4400"
HauptStrAB6,bodensee_thal_schlachterj_1,l,"2963"
VerbindStr6,limmat_zuerich_suterdglauserp,r,"683"
VerbindStr6,limmat_zuerich_suterdglauserp,r,"1089"
